Company Name,Ticker,Sector,Market Cap,Exchange
OWENS CORNING,OC,Construction,5240.05,NYSE
OCI PARTNERS LP,OCIP,Basic Materials,1304.97,NYSE
OCWEN FINL CORP,OCN,Finance,898.97,NYSE
OMNICARE INC,OCR,Medical,9480.59,NYSE
ORION ENGINRD,OEC,Basic Materials,1085.36,NYSE
CORP OFFICE PTY,OFC,Finance,2187.4,NYSE
OFG BANCORP,OFG,Finance,353.17,NYSE
OGE ENERGY CORP,OGE,Utilities,5975.25,NYSE
ONE GAS INC,OGS,Utilities,2327.32,NYSE
OMEGA HLTHCARE,OHI,Finance,6552.55,NYSE
OWENS-ILLINOIS,OI,Industrial Products,3360.05,NYSE
INV-MUN INCOM,OIA,Finance,321.54,NYSE
OI SA,OIBR,Utilities,507.78,NYSE
OCEANEERING INT,OII,Oils-Energy,4058.57,NYSE
OIL STATES INTL,OIS,Oils-Energy,1525.88,NYSE
ONEOK INC,OKE,Utilities,7164.64,NYSE
ONEOK PARTNERS,OKS,Oils-Energy,7978.3,NYSE
OLIN CORP,OLN,Basic Materials,1674.5,NYSE
ONE LBRTY PPTY,OLP,Finance,374.85,NYSE
OM ASSET MGMT,OMAM,Finance,2127.48,NYSE
OMNICOM GRP,OMC,Business Services,17604.01,NYSE
OMEGA PROTEIN,OME,Consumer Staples,340.54,NYSE
OM GROUP INC,OMG,Basic Materials,1025.13,NYSE
OWENS & MINOR,OMI,Medical,2187.35,NYSE
OMNOVA SOLUTION,OMN,Basic Materials,306.5,NYSE
ON DECK CAPITAL,ONDK,Finance,638.25,NYSE
OPKO HEALTH INC,OPK,Medical,6374.88,NYSE
OPOWER INC,OPWR,Computer and Technology,478.49,NYSE
OPPENHEIMER HLD,OPY,Finance,301.38,NYSE
ORMAT TECH INC,ORA,Oils-Energy,1833.49,NYSE
ORANGE-ADR,ORAN,Computer and Technology,43229.8,NYSE
ORACLE CORP,ORCL,Computer and Technology,171535.22,NYSE
OLD REP INTL,ORI,Finance,4319.4,NYSE
OSHKOSH CORP,OSK,Auto-Tires-Trucks,2894.63,NYSE
OUTFRONT MEDIA,OUT,Finance,3249.56,NYSE
ORBITZ WORLDWID,OWW,Retail-Wholesale,1291.53,NYSE
OXFORD INDS INC,OXM,Consumer Discretionary,1414.86,NYSE
OCCIDENTAL PET,OXY,Oils-Energy,52544.55,NYSE
OCH-ZIFF CAPTL,OZM,Finance,1920.51,NYSE
PANDORA MEDIA,P,Computer and Technology,3810.44,NYSE
PLAINS ALL AMER,PAA,Oils-Energy,14050.45,NYSE
GRUPO AEROP-PAC,PAC,Transportation,3985.04,NYSE
PACIFIC DRILLNG,PACD,Oils-Energy,434.6,NYSE
PENSKE AUTO GRP,PAG,Retail-Wholesale,4762.32,NYSE
PLAINS GP HLDGS,PAGP,Oils-Energy,3961.1,NYSE
PLATFORM SP PR,PAH,Basic Materials,4686.72,NYSE
PAMPA ENERGIA,PAM,Utilities,840.1,NYSE
PALO ALTO NETWK,PANW,Computer and Technology,14684,NYSE
VERIFONE SYSTMS,PAY,Business Services,3683.66,NYSE
PAYCOM SOFTWARE,PAYC,Computer and Technology,2183.66,NYSE
PROSPERITY BCSH,PB,Finance,3833.29,NYSE
PEMBINA PIPELN,PBA,Oils-Energy,9427.03,NYSE
PBF ENERGY INC,PBF,Oils-Energy,2736.87,NYSE
PBF LOGISTICS,PBFX,Oils-Energy,364.34,NYSE
PRESTIGE BRANDS,PBH,Consumer Discretionary,2522.51,NYSE
PITNEY BOWES IN,PBI,Computer and Technology,4176.85,NYSE
PETROBRAS-ADR C,PBR,Oils-Energy,39459.61,NYSE
PETROBRAS-ADR P,PBR.A,Oils-Energy,36002.82,NYSE
PERMIAN BAS RT,PBT,Oils-Energy,302.49,NYSE
PEP BOYS M M &J,PBY,Retail-Wholesale,629.67,NYSE
PUMA BIOTECHNLG,PBYI,Medical,2763.06,NYSE
PG&E CORP,PCG,Utilities,25871.99,NYSE
PLUM CREEK TMBR,PCL,Construction,7195.34,NYSE
PRECISION CASTP,PCP,Industrial Products,26703.09,NYSE
PIEDMONT OFFICE,PDM,Finance,2747.86,NYSE
PRECISION DRILL,PDS,Oils-Energy,1475.81,NYSE
HANCOCK PAT -II,PDT,Finance,667.46,NYSE
PARSLEY ENGY-A,PE,Oils-Energy,1568.35,NYSE
PEBBLEBROOK HTL,PEB,Finance,2829.61,NYSE
PUBLIC SV ENTRP,PEG,Utilities,21468.83,NYSE
PENN RE INV TR,PEI,Finance,1494.03,NYSE
ADAMS NATRL RES,PEO,Finance,546.76,NYSE
PEPSICO INC,PEP,Consumer Staples,145577.2,NYSE
SANDRIDGE PERMN,PER,Oils-Energy,278.38,NYSE
PINNACLE FOODS,PF,Consumer Staples,5305.87,NYSE
PFIZER INC,PFE,Medical,216688.39,NYSE
PRINCIPAL FINL,PFG,Finance,16278.77,NYSE
PROVIDNT FIN SV,PFS,Finance,1275.07,NYSE
PENNYMAC FIN SV,PFSI,Finance,384.41,NYSE
PROCTER & GAMBL,PG,Consumer Staples,204776.95,NYSE
PLY GEM HOLDING,PGEM,Construction,911.62,NYSE
PENGROWTH EGY,PGH,Oils-Energy,669.21,NYSE
PREMIERE GLOBAL,PGI,Computer and Technology,511.69,NYSE
PRESS GANEY HLD,PGND,Computer and Technology,1611.82,NYSE
PROGRESSIVE COR,PGR,Finance,18033.24,NYSE
PARAMOUNT GROUP,PGRE,Finance,3807.32,NYSE
PARKER HANNIFIN,PH,Industrial Products,15420.88,NYSE
KONINKLIJKE PHL,PHG,Computer and Technology,25805.97,NYSE
PHH CORP,PHH,Finance,775.07,NYSE
PHILIPPINE TEL,PHI,Utilities,12736.5,NYSE
PIMCO HIF,PHK,Finance,1199.44,NYSE
PULTE GROUP ONC,PHM,Construction,6964.07,NYSE
PANHANDLE OIL&G,PHX,Oils-Energy,292.62,NYSE
POLARIS INDUS,PII,Consumer Discretionary,8986.87,NYSE
PUTNAM MAST INT,PIM,Finance,264.21,NYSE
PIER 1 IMPORTS,PIR,Retail-Wholesale,1020.74,NYSE
PIPER JAFFRAY,PJC,Finance,608.16,NYSE
PARKER DRILLING,PKD,Oils-Energy,297.15,NYSE
PARK ELECTROCHE,PKE,Computer and Technology,365.39,NYSE
PACKAGING CORP,PKG,Industrial Products,6975.87,NYSE
PERKINELMER INC,PKI,Computer and Technology,5805.21,NYSE
POSCO-ADR,PKX,Basic Materials,14553.25,NYSE
PARKWAY PPTY,PKY,Finance,1932.18,NYSE
PROLOGIS INC,PLD,Finance,21363.42,NYSE
PALL CORP,PLL,Industrial Products,13525.89,NYSE
DOUGLAS DYNAMIC,PLOW,Auto-Tires-Trucks,507.59,NYSE
PLANTRONICS INC,PLT,Computer and Technology,1991.24,NYSE
PHILIP MORRIS,PM,Consumer Staples,131820.23,NYSE
PHARMERICA CORP,PMC,Medical,1001.28,NYSE
PUTNAM MANAGED,PMM,Finance,389.31,NYSE
PUTNAM MUN OPPO,PMO,Finance,487.81,NYSE
PENNYMAC MORTGE,PMT,Finance,1191.87,NYSE
PATRIOT NATIONL,PN,Finance,492.63,NYSE
PNC FINL SVC CP,PNC,Finance,50230.08,NYSE
PINNACLE ENTRTN,PNK,Consumer Discretionary,2375.47,NYSE
PNM RESOURCES,PNM,Utilities,2138.71,NYSE
PENTAIR PLC,PNR,Industrial Products,11008.62,NYSE
PINNACLE WEST,PNW,Utilities,6939.17,NYSE
PIEDMONT NAT GA,PNY,Utilities,3034.99,NYSE
POLYONE CORP,POL,Basic Materials,2963.74,NYSE
PEPCO HLDGS,POM,Utilities,6808.1,NYSE
PORTLAND GEN EL,POR,Utilities,3212.44,NYSE
POST HOLDINGS,POST,Consumer Staples,3185.89,NYSE
POTASH SASK,POT,Basic Materials,22301.82,NYSE
POWERSECURE INT,POWR,Oils-Energy,311.79,NYSE
PPG INDS INC,PPG,Basic Materials,28133.33,NYSE
PPL CORP,PPL,Utilities,21680.23,NYSE
POLYPORE INTL,PPO,Computer and Technology,2701.38,NYSE
PRIMERO MINING,PPP,Basic Materials,444.55,NYSE
POST PPTYS INC,PPS,Finance,3172.34,NYSE
PUTNAM PREMIER,PPT,Finance,602.78,NYSE
PROASSURANCE CP,PRA,Finance,2673.68,NYSE
PARTNERRE LTD,PRE,Finance,6592.35,NYSE
PERRIGO CO PLC,PRGO,Medical,27820.69,NYSE
PRIMERICA INC,PRI,Finance,2138.3,NYSE
PROTO LABS INC,PRLB,Industrial Products,1851.47,NYSE
PROS HOLDINGS,PRO,Computer and Technology,644.42,NYSE
PARTY CITY HOCO,PRTY,Consumer Discretionary,2361.21,NYSE
PRUDENTIAL FINL,PRU,Finance,40502.73,NYSE
PUBLIC STORAGE,PSA,Finance,36102.41,NYSE
PS BUSINESS PKS,PSB,Finance,2060.39,NYSE
PERFORMANCE SPR,PSG,Consumer Discretionary,723.61,NYSE
PEARSON PLC-ADR,PSO,Consumer Discretionary,15134.59,NYSE
PHILLIPS 66,PSX,Oils-Energy,42835.56,NYSE
PHILLIPS 66 PTR,PSXP,Oils-Energy,3274.03,NYSE
PETROCHINA ADR,PTR,Oils-Energy,171088.03,NYSE
PIMCO CP&INC OP,PTY,Finance,993.69,NYSE
PRUDENTIAL PLC,PUK,Finance,61178.66,NYSE
PRETIUM RES INC,PVG,Basic Materials,647,NYSE
PVH CORP,PVH,Consumer Discretionary,9410.35,NYSE
PENN WEST EGY,PWE,Oils-Energy,572.51,NYSE
QUANTA SERVICES,PWR,Construction,4834.33,NYSE
PRAXAIR INC,PX,Basic Materials,32414.3,NYSE
PIONEER NAT RES,PXD,Oils-Energy,18584.74,NYSE
PETROBRAS EGY,PZE,Oils-Energy,1342.79,NYSE
PZENA INVESTMNT,PZN,Finance,708.38,NYSE
QUINTILES TRANS,Q,Medical,9238.69,NYSE
QEP RESOURCES,QEP,Oils-Energy,2423.87,NYSE
QIHOO 360 TECH,QIHU,Computer and Technology,6331.02,NYSE
RESTAURANT BRND,QSR,Retail-Wholesale,8675.33,NYSE
QUANTUM CP-DSSG,QTM,Computer and Technology,301.11,NYSE
QTS REALTY TRST,QTS,Finance,1735.69,NYSE
Q2 HOLDINGS INC,QTWO,Computer and Technology,1039.43,NYSE
QUAD GRAPHICS,QUAD,Industrial Products,746.93,NYSE
RYDER SYS,R,Transportation,4824.46,NYSE
RITE AID CORP,RAD,Retail-Wholesale,9012.53,NYSE
REYNOLDS AMER,RAI,Consumer Staples,54869.45,NYSE
RAIT FINL TRUST,RAS,Finance,432.72,NYSE
BANKRATE INC,RATE,Computer and Technology,1037.02,NYSE
RACKSPACE HOSTG,RAX,Computer and Technology,4577.32,NYSE
RITCHIE BROS,RBA,Business Services,2945.56,NYSE
REGAL BELOIT,RBC,Industrial Products,3198.32,NYSE
ROYAL BK SC-ADR,RBS,Finance,34284.34,NYSE
RCS CAPITAL CP,RCAP,Finance,308.64,NYSE
ROGERS COMM CLB,RCI,Consumer Discretionary,17763.92,NYSE
ROYAL CARIBBEAN,RCL,Consumer Discretionary,20056.69,NYSE
PIMCO ST GLB GV,RCS,Finance,349.97,NYSE
ROWAN COS PLC,RDC,Oils-Energy,2155.9,NYSE
RADIAN GRP INC,RDN,Finance,3783.77,NYSE
ROYAL DTCH SH-A,RDS.A,Oils-Energy,183936.83,NYSE
ROYAL DTCH SH-B,RDS.B,Oils-Energy,185929.27,NYSE
DOCTOR REDDYS,RDY,Medical,11466.89,NYSE
EVEREST RE LTD,RE,Finance,8141.49,NYSE
REGENCY CTRS CP,REG,Finance,5989.57,NYSE
RELX PLC,RELX,Computer and Technology,19111.25,NYSE
RENREN INC-ADR,RENN,Computer and Technology,1198.26,NYSE
REED ELSEVR-NV,RENX,Consumer Staples,32513.31,NYSE
RPC INC,RES,Oils-Energy,2556.46,NYSE
ALTISOURCE RESI,RESI,Finance,893.51,NYSE
REVLON INC-A,REV,Consumer Staples,1913.57,NYSE
REX AMERICAN RS,REX,Oils-Energy,386.47,NYSE
REXFORD IND RTY,REXR,Finance,774.94,NYSE
REGIONS FINL CP,RF,Finance,14135.22,NYSE
COHEN & STEERS,RFI,Finance,329.59,NYSE
RESOLUTE FOREST,RFP,Basic Materials,926.21,NYSE
REINSURANCE GRP,RGA,Finance,6357.91,NYSE
REGAL ENTMNT GP,RGC,Consumer Discretionary,3079.49,NYSE
STURM RUGER&CO,RGR,Consumer Discretionary,1180.84,NYSE
REGIS CORP/MN,RGS,Retail-Wholesale,790.32,NYSE
RESTORATION HDW,RH,Retail-Wholesale,3977.82,NYSE
ROBT HALF INTL,RHI,Business Services,7507.79,NYSE
RYMAN HOSPITLTY,RHP,Finance,2710.31,NYSE
RED HAT INC,RHT,Computer and Technology,14236.45,NYSE
RICE ENERGY INC,RICE,Oils-Energy,2503.9,NYSE
TRANSOCEAN LTD,RIG,Oils-Energy,4930.67,NYSE
TRANSOCEAN PTN,RIGP,Oils-Energy,451.03,NYSE
RIO TINTO-ADR,RIO,Basic Materials,56269.79,NYSE
RAYMOND JAS FIN,RJF,Finance,8432.08,NYSE
RUCKUS WIRELESS,RKUS,Computer and Technology,1057.3,NYSE
RALPH LAUREN CP,RL,Consumer Discretionary,10370.01,NYSE
REALD INC,RLD,Business Services,544.99,NYSE
REALOGY HOLDING,RLGY,Finance,6362.02,NYSE
RLI CORP,RLI,Finance,2404.19,NYSE
RLJ LODGING TR,RLJ,Finance,3768.51,NYSE
RE/MAX HOLDINGS,RMAX,Finance,474.76,NYSE
RESMED INC,RMD,Medical,7733.8,NYSE
RICE MIDSTREAM,RMP,Oils-Energy,470.7,NYSE
ROYCE OTC MICRO,RMT,Finance,296.06,NYSE
RENTECH NITROGN,RNF,Basic Materials,400.8,NYSE
RINGCENTRAL INC,RNG,Computer and Technology,1298.5,NYSE
RENAISSANCERE,RNR,Finance,4885.12,NYSE
ROGERS CORP,ROG,Computer and Technology,1086.9,NYSE
ROCKWELL AUTOMT,ROK,Industrial Products,15597.24,NYSE
ROLLINS INC,ROL,Business Services,6466.04,NYSE
ROPER INDS INC,ROP,Computer and Technology,16914.67,NYSE
RETAIL PROPERTS,RPAI,Finance,3562.53,NYSE
RPM INTL INC,RPM,Construction,6185.81,NYSE
RAMCO-GERSHENSN,RPT,Finance,1310.92,NYSE
RANGE RESOURCES,RRC,Oils-Energy,6049.61,NYSE
ROSE ROCK MIDST,RRMS,Oils-Energy,1326.65,NYSE
ROADRUNNER TRAN,RRTS,Transportation,922.95,NYSE
RELIANCE STEEL,RS,Industrial Products,4502.24,NYSE
ROUSE PROPERTS,RSE,Finance,1029.61,NYSE
REPUBLIC SVCS,RSG,Business Services,14860.38,NYSE
RESOURCE CAPITL,RSO,Finance,407.88,NYSE
RSP PERMIAN INC,RSPP,Oils-Energy,1952.62,NYSE
RUBY TUESDAY,RT,Retail-Wholesale,431.78,NYSE
RUDOLPH TECH,RTEC,Computer and Technology,423.15,NYSE
RAYTHEON CO,RTN,Aerospace,33032.09,NYSE
RUBICON PROJECT,RUBI,Computer and Technology,686.03,NYSE
ROYCE VALUE TR,RVT,Finance,986.5,NYSE
REDWOOD TRUST,RWT,Finance,1178.77,NYSE
REXNORD CORP,RXN,Industrial Products,2099.28,NYSE
ROYAL BANK CDA,RY,Finance,83859.62,NYSE
RAYONIER ADV MT,RYAM,Basic Materials,552.18,NYSE
RYLAND GRP INC,RYL,Construction,2010.42,NYSE
RAYONIER INC,RYN,Construction,2923.78,NYSE
SPRINT CORP,S,Computer and Technology,13370.09,NYSE
SONIC AUTOMOTVE,SAH,Retail-Wholesale,1128.63,NYSE
SCIENCE APP INT,SAIC,Computer and Technology,2388.91,NYSE
SCORPIO BULKERS,SALT,Transportation,604.95,NYSE
BOSTON BEER INC,SAM,Consumer Staples,3095.64,NYSE
BANCO SANTAN SA,SAN,Finance,96776.16,NYSE
SAP AG ADR,SAP,Computer and Technology,88452.29,NYSE
SAFE BULKERS,SB,Transportation,295.51,NYSE
SIBANYE GLD-ADR,SBGL,Basic Materials,1021.31,NYSE
SALLY BEAUTY CO,SBH,Retail-Wholesale,4230.5,NYSE
SABINE RYLTY TR,SBR,Oils-Energy,468.86,NYSE
SABESP -ADR,SBS,Utilities,3178.32,NYSE
SILVER BAY RLTY,SBY,Finance,587.68,NYSE
SANTANDER CNSMR,SC,Finance,8153.21,NYSE
SOUTHERN COPPER,SCCO,Basic Materials,21917.88,NYSE
SCANA CORP,SCG,Utilities,8009.07,NYSE
SCHWAB(CHAS),SCHW,Finance,46012.57,NYSE
SERVICE CORP IN,SCI,Consumer Staples,6299.95,NYSE
STEPAN CO,SCL,Basic Materials,1075.03,NYSE
STEELCASE INC,SCS,Business Services,2153.36,NYSE
SEADRILL PTNRS,SDLP,Oils-Energy,839.35,NYSE
SEADRILL LTD,SDRL,Oils-Energy,4075.13,NYSE
SPECTRA ENERGY,SE,Oils-Energy,19602.75,NYSE
SEAWORLD ENTERT,SEAS,Consumer Discretionary,1632.08,NYSE
SEALED AIR CORP,SEE,Industrial Products,11615.88,NYSE
SELECT MEDICAL,SEM,Medical,1896.84,NYSE
SEMGROUP CORP-A,SEMG,Oils-Energy,2405.77,NYSE
SPECTRA EGY PTR,SEP,Oils-Energy,14216.38,NYSE
SERVICEMASTR GH,SERV,Business Services,4841.36,NYSE
STIFEL FINL,SF,Finance,3785.49,NYSE
SAFEGUARD SCTFC,SFE,Finance,384.32,NYSE
STANCORP FNL CP,SFG,Finance,4831.24,NYSE
SHIP FIN INTL,SFL,Transportation,1502.56,NYSE
SMART&FINAL STR,SFS,Consumer Staples,1213.39,NYSE
SOUFUN HLDG-ADR,SFUN,Business Services,2896.55,NYSE
STAR GAS PTNRS,SGU,Oils-Energy,533.87,NYSE
STONE ENERGY CP,SGY,Oils-Energy,296.82,NYSE
SHAKE SHACK INC,SHAK,Retail-Wholesale,863.84,NYSE
SHINHAN FIN-ADR,SHG,Finance,17104.39,NYSE
SHANGHAI PETROC,SHI,Basic Materials,4300.56,NYSE
SHELL MIDSTREAM,SHLX,Oils-Energy,2591.71,NYSE
SUNSTONE HOTEL,SHO,Finance,2977.94,NYSE
SHOPIFY INC,SHOP,Computer and Technology,318.06,NYSE
SHERWIN WILLIAM,SHW,Construction,25105.45,NYSE
CIA SIDERUR-ADR,SID,Basic Materials,1540.15,NYSE
SIGNET JEWELERS,SIG,Retail-Wholesale,9642.48,NYSE
SELECT INCOME,SIR,Finance,1742.81,NYSE
SIX FLAGS ENTMT,SIX,Consumer Discretionary,4339.75,NYSE
SOUTH JERSEY IN,SJI,Utilities,1619.01,NYSE
SMUCKER JM,SJM,Consumer Staples,13168.16,NYSE
SHAW COMMS-CL B,SJR,Consumer Discretionary,9224.11,NYSE
SAN JUAN BAS RT,SJT,Oils-Energy,491.72,NYSE
SJW CORP,SJW,Utilities,599.31,NYSE
SK TELECOM CO,SKM,Computer and Technology,14857.62,NYSE
TANGER FACT OUT,SKT,Finance,3144.58,NYSE
SKECHERS USA-A,SKX,Consumer Discretionary,8007.11,NYSE
SCHLUMBERGER LT,SLB,Oils-Energy,104083.18,NYSE
US SILICA HOLDI,SLCA,Basic Materials,1203.46,NYSE
SUN LIFE FINL,SLF,Finance,20939.94,NYSE
SL GREEN REALTY,SLG,Finance,11315.42,NYSE
SOLERA HOLDINGS,SLH,Computer and Technology,2880.75,NYSE
SILVER WHEATON,SLW,Basic Materials,5132.04,NYSE
SM ENERGY CO,SM,Oils-Energy,2376.89,NYSE
SUMITOMO-MITSUI,SMFG,Finance,64198.12,NYSE
SCOTTS MIRCL-GR,SMG,Basic Materials,4027.65,NYSE
SEMICON MFG-ADR,SMI,Computer and Technology,3618.61,NYSE
SUMMIT MIDSTRM,SMLP,Oils-Energy,1016.14,NYSE
STANDARD MOTOR,SMP,Auto-Tires-Trucks,827.68,NYSE
SANCHEZ ENERGY,SN,Oils-Energy,373.2,NYSE
SNAP-ON INC,SNA,Consumer Discretionary,9660.63,NYSE
SONY CORP ADR,SNE,Consumer Discretionary,31392.66,NYSE
SENIOR HOUSING,SNH,Finance,3990.68,NYSE
SCRIPPS NETWRKS,SNI,Consumer Discretionary,7546.96,NYSE
SMITH & NEPHEW,SNN,Medical,16408.65,NYSE
INTRAWEST RESRT,SNOW,Consumer Discretionary,427.13,NYSE
CHINA PETRO&CHM,SNP,Oils-Energy,90064.87,NYSE
NEW SENIOR INV,SNR,Finance,1041.82,NYSE
SYNOVUS FINL CP,SNV,Finance,4200.51,NYSE
SYNNEX CORP,SNX,Computer and Technology,3076.63,NYSE
SANOFI-AVENTIS,SNY,Medical,141275.95,NYSE
SOUTHERN CO,SO,Utilities,41353.12,NYSE
SONOCO PRODUCTS,SON,Industrial Products,4185.33,NYSE
SOURCE CAPITAL,SOR,Finance,625.15,NYSE
SPECTRUM BRANDS,SPB,Consumer Discretionary,5912.57,NYSE
STANDARD PAC,SPF,Construction,2345.89,NYSE
SIMON PROPERTY,SPG,Finance,59667.16,NYSE
SUBURB PROPANE,SPH,Oils-Energy,2238.51,NYSE
STEEL PTNRS HLD,SPLP,Conglomerates,463.17,NYSE
SUPERIOR ENERGY,SPN,Oils-Energy,2497.86,NYSE
SPIRIT AEROSYS,SPR,Aerospace,7764,NYSE
SPX CORP,SPW,Auto-Tires-Trucks,2653.98,NYSE
SOC QUIMICA MIN,SQM,Basic Materials,3605.8,NYSE
SPIRIT REALTY,SRC,Finance,4560.14,NYSE
SEMPRA ENERGY,SRE,Utilities,25213.55,NYSE
SERITAGE GROWTH,SRG,Finance,2005.11,NYSE
STONERIDGE INC,SRI,Computer and Technology,338.58,NYSE
SPRAGUE RESRCS,SRLP,Oils-Energy,262.45,NYSE
SIMPSON MFG INC,SSD,Construction,1748.82,NYSE
STAGE STORES,SSI,Retail-Wholesale,532.59,NYSE
SASOL LTD -ADR,SSL,Oils-Energy,21105.83,NYSE
SILVER SPRING,SSNI,Computer and Technology,661.52,NYSE
EW SCRIPPS CO,SSP,Consumer Discretionary,1704.77,NYSE
SOVRAN SLF STOR,SSS,Finance,3433.61,NYSE
SHUTTERSTOCK,SSTK,Computer and Technology,1206.79,NYSE
SEASPAN CORP,SSW,Transportation,1753.57,NYSE
SENSATA TECHNOL,ST,Computer and Technology,8553.28,NYSE
STAG INDUSTRIAL,STAG,Finance,1300.97,NYSE
ISTAR FINL INC,STAR,Finance,1056.76,NYSE
EXTENDED STAY,STAY,Consumer Discretionary,3787.22,NYSE
STEWART INFO SV,STC,Finance,918.63,NYSE
STERIS CORP,STE,Medical,4026.1,NYSE
SUNTRUST BKS,STI,Finance,22726.63,NYSE
ST JUDE MEDICAL,STJ,Medical,20009.12,NYSE
STERLING BANCP,STL,Finance,1335.95,NYSE
STMICROELECTRON,STM,Computer and Technology,6781.75,NYSE
STANTEC INC,STN,Business Services,2408.76,NYSE
SCORPIO TANKERS,STNG,Transportation,1926.35,NYSE
STATOIL ASA-ADR,STO,Oils-Energy,52931.54,NYSE
STONEMOR PTNRS,STON,Consumer Staples,821.45,NYSE
STORE CAPITAL,STOR,Finance,2703.19,NYSE
QUESTAR,STR,Utilities,3735.59,NYSE
STATE ST CORP,STT,Finance,32321,NYSE
STARWOOD PROPRT,STWD,Finance,5217.77,NYSE
CONSTELLATN BRD,STZ,Consumer Staples,24131.59,NYSE
CONSTELTN BRD-B,STZ.B,Consumer Staples,24037.82,NYSE
SUNCOR ENERGY,SU,Oils-Energy,41134.41,NYSE
SUN CMNTYS INC,SUI,Finance,3643.26,NYSE
SUMMIT MATERLS,SUM,Construction,684.3,NYSE
SUNOCO LP,SUN,Oils-Energy,1090.57,NYSE
SUNEDISON INC,SUNE,Computer and Technology,4707.01,NYSE
SUPERIOR INDS,SUP,Auto-Tires-Trucks,522.05,NYSE
SUPERVALU INC,SVU,Consumer Staples,2360.32,NYSE
STARWOOD WAYPNT,SWAY,Finance,949.74,NYSE
STILLWATER MNG,SWC,Basic Materials,1016.81,NYSE
SWIFT TRANSPORT,SWFT,Transportation,3244.73,NYSE
SOLARWINDS INC,SWI,Computer and Technology,3169.07,NYSE
STANLEY B&D INC,SWK,Industrial Products,16042.59,NYSE
SCHWEITZER-MAUD,SWM,Consumer Staples,1126.32,NYSE
SOUTHWESTRN ENE,SWN,Oils-Energy,6497.85,NYSE
SOUTHWEST GAS,SWX,Utilities,2533.27,NYSE
SWISS HELVETIA,SWZ,Finance,328.55,NYSE
SUNCOKE ENERGY,SXC,Oils-Energy,764.3,NYSE
SUNCOKE ENERGY,SXCP,Oils-Energy,381.66,NYSE
STANDEX INTL CO,SXI,Industrial Products,905.12,NYSE
SUNOCO LOGISTIC,SXL,Oils-Energy,8184.61,NYSE
SENSIENT TECH,SXT,Basic Materials,3161.09,NYSE
SYMETRA FINL CP,SYA,Finance,3108.91,NYSE
SYNCHRONY FIN,SYF,Finance,28331.33,NYSE
STRYKER CORP,SYK,Medical,38009.77,NYSE
SYNGENTA AG-ADR,SYT,Basic Materials,37656.67,NYSE
SYSTEMAX INC,SYX,Retail-Wholesale,319.21,NYSE
SYSCO CORP,SYY,Consumer Staples,21927.63,NYSE
AT&T INC,T,Computer and Technology,210307.41,NYSE
TRAVELCENTERS,TA,Retail-Wholesale,504.24,NYSE
TRANSALTA CORP,TAC,Utilities,1605.03,NYSE
TAHOE RESOURCES,TAHO,Basic Materials,1789.81,NYSE
TAL INTL GRP,TAL,Transportation,648.45,NYSE
MOLSON COORS-B,TAP,Consumer Staples,13549.94,NYSE
TARO PHARMA IND,TARO,Medical,5788.9,NYSE
TRUEBLUE INC,TBI,Business Services,1028.81,NYSE
TRIANGLE CAP CP,TCAP,Finance,653.56,NYSE
TCF FINL CORP,TCB,Finance,2795.26,NYSE
TECK RESOURCES,TCK,Basic Materials,4041.28,NYSE
TAUBMAN CENTERS,TCO,Finance,4625.59,NYSE
TC PIPELINES,TCP,Oils-Energy,3203.18,NYSE
CONTAINER STORE,TCS,Consumer Discretionary,813.33,NYSE
TORONTO DOM BNK,TD,Finance,73818.34,NYSE
TERADATA CORP,TDC,Computer and Technology,4444.74,NYSE
TEMPLETON DR FD,TDF,Finance,800.77,NYSE
TRANSDIGM GROUP,TDG,Aerospace,12516.48,NYSE
TELADOC INC,TDOC,Medical,1142.13,NYSE
TELEPHONE &DATA,TDS,Utilities,3180.81,NYSE
TIDEWATER INC,TDW,Transportation,849.6,NYSE
TELEDYNE TECH,TDY,Aerospace,3655.99,NYSE
TECO ENERGY,TE,Utilities,5205.6,NYSE
TELEFONICA S.A.,TEF,Utilities,74229.84,NYSE
TALLGRASS ENRGY,TEGP,Oils-Energy,1348.23,NYSE
TE CONNECT-LTD,TEL,Computer and Technology,24911.59,NYSE
TENNECO INC,TEN,Auto-Tires-Trucks,3053.94,NYSE
TELECOM ARGENTI,TEO,Utilities,3324.22,NYSE
TALLGRASS ENRGY,TEP,Oils-Energy,2616.88,NYSE
TERADYNE INC,TER,Computer and Technology,4061.26,NYSE
TEVA PHARM ADR,TEVA,Medical,59796.61,NYSE
TEREX CORP,TEX,Industrial Products,2261.14,NYSE
TELEFLEX INC,TFX,Medical,5583.56,NYSE
TREDEGAR CORP,TG,Basic Materials,528.35,NYSE
TEXTAINER GROUP,TGH,Transportation,1109.24,NYSE
TRIUMPH GRP INC,TGI,Aerospace,2583.19,NYSE
TEGNA INC,TGNA,Consumer Discretionary,6029.83,NYSE
TEEKAY LNG PTNR,TGP,Transportation,2096.73,NYSE
TRANSPORTADORA,TGS,Oils-Energy,697.57,NYSE
TARGET CORP,TGT,Retail-Wholesale,50428.1,NYSE
TENET HEALTH,THC,Medical,5297.8,NYSE
HANOVER INSURAN,THG,Finance,3600.85,NYSE
THOR INDS INC,THO,Construction,2934.12,NYSE
THERMON GROUP,THR,Computer and Technology,738.94,NYSE
TREEHOUSE FOODS,THS,Consumer Staples,3411.14,NYSE
